2.11530131e+02,3.45514812e+02
2.07923550e+02,3.45608776e+02
2.24896656e+02,3.77717362e+02
1.18842963e+02,2.66433350e+02
1.23568650e+02,2.69961374e+02
1.55617807e+02,3.52911930e+02
2.43890761e+02,4.16991288e+02
2.45357790e+01,1.69494470e+02
2.55837003e+02,4.84874179e+02
0.00000000e+00,0.00000000e+00
2.98188483e+02,5.64468134e+02
1.20080295e+02,2.70777269e+02
2.07337665e+02,3.44314528e+02
2.08494205e+02,3.84108287e+02
1.13079064e+02,2.58791314e+02
2.42102033e+01,1.79867537e+02
1.23376723e+02,3.48125257e+02
2.22142312e+02,4.49997484e+02
1.25543501e+02,2.74864956e+02
2.56245303e+02,4.98643433e+02
1.01012021e+02,1.88963313e+02
3.02962652e+02,3.93974716e+02
3.02476228e+02,4.02246449e+02
2.24984887e+02,3.74111952e+02
3.08759765e+02,4.32340382e+02
1.17198238e+02,2.65075907e+02
1.09485518e+02,2.07904330e+02
1.30233509e+02,3.75170663e+02
3.20045143e+02,4.72098057e+02
2.13416445e+02,3.52187346e+02
2.13105180e+02,3.52646457e+02
2.28896472e+02,3.86367545e+02
2.23586302e+02,3.69380328e+02
2.50988379e+02,4.25451190e+02
1.18839041e+02,2.69938443e+02
2.73908789e+02,4.66509649e+02
3.31935785e+02,5.19311584e+02
3.43048445e+02,5.54679328e+02
2.08187334e+02,3.05278489e+02
3.68147847e+02,6.09563956e+02
2.40011657e+02,3.44076389e+02
2.15153564e+02,3.66072820e+02
2.53457727e+02,5.10863292e+02
4.11623704e+02,6.64932253e+02
5.06027273e+02,6.98534914e+02
