2.05128984e+02,3.32124562e+02
2.06765367e+02,3.36896522e+02
2.51777717e+02,4.27454430e+02
1.23908125e+02,2.68829690e+02
1.04099778e+02,2.37995314e+02
1.73779350e+02,3.84090866e+02
2.84934869e+02,4.88356686e+02
2.30877689e+01,1.68506524e+02
3.14828936e+02,5.46009539e+02
0.00000000e+00,0.00000000e+00
3.87681318e+02,6.54478447e+02
1.45595942e+02,2.82058486e+02
2.03050645e+02,3.02660618e+02
2.17796313e+02,3.44789018e+02
1.07194806e+02,2.42220668e+02
2.76161604e+01,1.69490690e+02
1.52286127e+02,3.26363511e+02
2.36146578e+02,3.88309473e+02
1.37368208e+02,2.74727643e+02
2.64974039e+02,4.46865737e+02
1.01015829e+02,1.83576357e+02
3.01271906e+02,3.87380170e+02
3.12320000e+02,4.25575879e+02
2.10621687e+02,3.51169283e+02
3.32373522e+02,4.68539904e+02
1.09613415e+02,2.48109319e+02
1.08203215e+02,2.03633341e+02
1.87111880e+02,4.10790152e+02
3.54163904e+02,5.08778120e+02
2.07940725e+02,3.36394638e+02
2.08059029e+02,3.39519391e+02
2.66399660e+02,4.21378057e+02
2.10528716e+02,3.52047889e+02
3.06150783e+02,4.65466611e+02
1.17465883e+02,2.61350085e+02
3.37411888e+02,5.00539125e+02
3.74033085e+02,5.38452276e+02
3.91337347e+02,5.68840341e+02
2.04248718e+02,2.99135699e+02
4.10541004e+02,6.03148792e+02
2.40504220e+02,3.38516311e+02
2.15222471e+02,3.58811239e+02
3.06520772e+02,5.19580026e+02
4.57535193e+02,6.74424355e+02
5.13301833e+02,7.24226388e+02
