1.01001237e+02,1.87913640e+02
3.01863668e+02,3.91720006e+02
3.01361179e+02,4.19863089e+02
2.27443276e+02,3.68654922e+02
3.12106596e+02,4.90005901e+02
1.18702017e+02,2.62116521e+02
1.10567240e+02,2.09131472e+02
1.25087704e+02,3.99932142e+02
3.26595481e+02,5.75729905e+02
2.07164047e+02,3.28212356e+02
2.07223442e+02,3.31032197e+02
2.14431264e+02,3.39877690e+02
1.18917839e+02,2.61819145e+02
1.19260539e+02,2.62494075e+02
1.58875676e+02,3.11472506e+02
2.25754486e+02,3.57878302e+02
1.54788727e+01,1.64802808e+02
2.34201276e+02,3.79174671e+02
0.00000000e+00,0.00000000e+00
2.51208105e+02,4.02195592e+02
2.39844899e+02,3.41220883e+02
2.10537438e+02,3.57421179e+02
2.49488189e+02,3.82139907e+02
2.64516012e+02,4.18874010e+02
2.07902870e+02,3.04514594e+02
2.80116972e+02,4.57623367e+02
1.29833129e+02,2.72173986e+02
2.03406592e+02,3.34167517e+02
2.07959354e+02,3.58005748e+02
1.10095965e+02,2.65428106e+02
1.88360872e+01,1.66291720e+02
1.19462562e+02,3.26782786e+02
2.23529323e+02,4.05340702e+02
1.19523671e+02,2.70149806e+02
2.52769199e+02,4.58960258e+02
3.19344610e+02,5.31684350e+02
2.18025432e+02,3.58663653e+02
2.18685764e+02,3.57864270e+02
2.41360999e+02,3.87489022e+02
2.23929793e+02,3.69023364e+02
2.54412604e+02,4.28040255e+02
1.25285341e+02,2.68308777e+02
3.03720528e+02,5.16936725e+02
3.57344714e+02,6.02580081e+02
5.05990257e+02,6.65876684e+02
