id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes,image_link
18283,Verba mea auribus percipe domine intellige,g00771,5,,,F-PR : Ms 0012,,091v,,,,feast_1470,genre_in,,http://musmed.eu/source/14008,,,Verba mea auribus percipe domine intellige clamorem meum intende voci orationis meae,,f--f---f--h---kk--h--kk---kkk--h--h---hk--ghgfg--gf---h--hfh--h--hg-hjg-gf---hk--kjh--kk---klmlkl--lk---k--k--kl---kjk--h---h--f--h--hkhg--hkhg-hihg---fghgfg--gf,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=4246&VUE_ID=936887&carouselThere=false&nbVignettes=4x3&page=1&angle=0&zoom=moyen&tailleReelle=
21046,Laetare Jerusalem et,g00776,5,,,PL-Wn rps 12722 V,,081v,,,,feast_0445,,,http://cantus.ispan.pl/source/4559,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis ejus,,f--ffhgh--gf---f--g--h--kkk---k---kk--kmll--k---kml--k--kkhkh---h--klkhhf---i---i--i--gi--iihg-gihg---fghgfg--gf---hh--k--h---kik---g--hhkh--fgf--f---f---gge---i--hikh--hg-hihi--ih---hkklkih--hg-hhihi--kh---h---hg--k--kml--k---k---g--k--klmlm--klk-ihi--ih---f---gh--h--g--kk---f--gh--h--k--klk-gh--hkhg-ggihg---fghgfg--gf,,http://cantus.ispan.pl/node/29186
21049,Laetare Jerusalem et,g00776,5,,,PL-WRu I F 414,,028v,,,,feast_0445,,,http://cantus.ispan.pl/source/36027,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--hkhj--hg---f--g--h--kk---k---kjh--kml--kj---kml--kj--kkk-hjh---h--klk-hhf---i---i--i--gih--iihg-hihg---fghgfg--gf---hk--k--h---kjk---g--hih--fgf--f---f---g---h--hkkh--hg--hjhj-jh---h-kklkjh--hg-hjhj--jh---h---hg--k--kml--lk---kkk---g--k--klmlm--klkihi--ih---f---gh--hi--g--kk---f--gh--h--kk--klkgh--hkhg-hihg---fghgfg--gf,,http://cantus.ispan.pl/node/36205
21051,Laetare Jerusalem et,g00776,5,,,PL-WRu I F 416,,048r,,,,feast_0445,,,http://cantus.ispan.pl/source/41816,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--hkhj--hg---f--g--h--kk---k---kkh--kml--kj---kml--kj--kkk-hjh---h--klk-hhf---i---i--i--gih--iihg-hihg---fghgfg--gf---hk--k--h---kik---g--hih--fgf--f---f---g---h--hkkh--hg-hjhj--jh---hkklkjh--hg-hjhj--jh---h---hg--k--kml--lk---kkk---g--k--klmlm--klkihi--ih---f---gh--hi--g--kk---f--gh--h--kk--klk--gh-hkhg-hjhg---fghgfg--gf,,http://cantus.ispan.pl/node/42348
21063,Laetare Jerusalem et conventum facite omnes,g00776,,,,I-BGc : MA 239 (Gamma III.18),,053r,,,,feast_0445,genre_in,,http://musmed.eu/source/8805,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,g--gkhj--hg---f--g--h--kk---k---kh--kml--kj---kml--kj--kkk-hkh---h--klkhf---i---i--i--gih--iihg-hihg---fghgfg--gf---hk--k--h---kik---g--hih--fgf--f---f---g---h--hkk-khh--ghihi--ih---hkklkh--hghihi--ih---h---hg--k--kml--lk---kkk---g--k--klmlm--klkihi--ih---f---gh--hi--g--kkk---f--gh--h--k--klk-gh--hkhg-hihg---fghgfg--gf,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3903#page/113/mode/1up
21067,Laetare Jerusalem et conventum facite omnes,g00776,,,,V-CVbav : Vat.lat.05319,,059v,,,,feast_0445,genre_in,,http://musmed.eu/source/14915,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--fghghgf--gf-ghjhgh---hh--f--h--hkjkl---llk---k--klml-lk--kl---k--kkkjh--kjh---k--kkk-kjkjhgf-ghjhghg---f---hj--hj--hj--hgh---gkhghf--ghgf---hjk--kkj--hg---kk-kkjh-hg---g--hkhgjhg--hghgf--gf-ghjhgh---hh---f---h--hkjh--g--kk---klkjkjh--jkjh--jhghk---kj---h--kkkh--klmlmk--lmlk---kjklkjkjh---h--k--klml--lk-kjh--hkjhgf-ghjhghg---f---h--hkjh--g--kk---k--kj--g--hk--klk-kjh--gkhgjhgf---fghghgfg--gf,,https://digi.vatlib.it/view/MSS_Vat.lat.5319/126
21068,Laetare Jerusalem et conventum facite omnes,g00776,,,,D-B : Ms mus 40078,,079v,,,,feast_0445,genre_in,,http://musmed.eu/source/8817,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laeticia qui in tristicia fuistis ut exsultetis et saciemini ab uberibus consolationis eius,,f--figi--gf---f--g--h--kk---k---kh--kmlk--kk---kml--kk--kkk-hkh---hk--klkh-hf---i---i--i--ig--iiihg-ggihg---fghgfg--gf---hk--k--h---kkkh---g--hkh--fgf--f---f---g---i--hikh--hg-ggjhj--kh---hkk-klkjh--hg-ggjhj--kh---h---hg--k--kml--k---kkk---g--k--klmlm--klkihi--ih---f---gh--hhi--g--kk---f--gh--h--kk--klk-gh--hkhg-ggihg---fghgfg--gf,,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN782404677&PHYSID=PHYS_0162&DMDID=DMDLOG_0001
21069,Laetare Jerusalem et conventum facite omnes,g00776,5,,,F-Pn : NAL 01414,,031v,,,,feast_0445,genre_in,,http://musmed.eu/source/28426,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--hkhj--hg---f--g--h--kk---k---kh--kml--kj---kml--kj--kkk-hjh---h--klk-hhf---i---i--i--gih--iihg-hihg---fghgfg--gf---hk--k--h---kjk---g--hjh--fgf--f---f---g---h--hkkh--hg-hihi--ih---hkklkjh--hg-hjhj--jh---h---hg--k--kml--lk---kkk---g--k--klmlm--klkihi--ih---f---gh--hi--h--kk---f--gh--h--kk--klkgh--hkhg-hihg---fghgfg--gf,,https://gallica.bnf.fr/ark:/12148/btv1b525113345/f68.image
21074,Laetare Jerusalem et conventum facite omnes,g00776,,,,F-G : Ms 0084 (Ms. 395 Rés.),,115v,,,,feast_0445,genre_in,,http://musmed.eu/source/10075,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--hkhj--hg---f--g--h--kk---k---kh--kml--k---kml--kj--kkk-hjh---h--klk-hhf---i---i--i--gih--iihghihg---fghgfg--gf---hk--k--h---kik---hg--hkh--fgf--f---f---g---i--hikh--hghihi--ih---hkklkih--hg-hihi--ih---h---hg--k--kml--k---kkk---h--k--klmlm--klkihi--ih---f---gh--h--g--kk---f--gh--g--kk--klkgh--hkhghihg---fghgfg--gf,,https://gallica.bnf.fr/ark:/12148/btv1b10670666x/f236.item
21078,Laetare Jerusalem et conventum facite omnes,g00776,,,,I-BGc : MA 150 (Psi III.8),,036v,,,,feast_0445,genre_in,,http://musmed.eu/source/41838,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,g--gkhk--hg---h--f--h--kk---k---kh--kml--k---kml--k--kkk-hjh---h--klkjkhgf---i---i--i--gi--ikihg-hihg---fghgfg--gf---hk--k--h---kik---g--hih--fgf--f---f---g---h--hkkkh--hg-hihi--ih---hklkh--hg-hihi--ih---h---hg--k--kml--kk---kkk---g--k--klmlm--lmlkik--ki---g---hi--iki--h--kkk---f--gh--hg--hk--klk-gh--hkhg-hihg---fghgfg--gf,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3862#page/78/mode/1up
21079,Laetare Jerusalem et conventum facite omnes,g00776,,,,D-KNd : Ms 1001b,,080v,,,,feast_0445,genre_in,,http://musmed.eu/source/11493,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,g--gkhj--hg---f--g--h--kk---k---k--kml--kj---kml--kj--kkhjh---h--klkhf---i---i--i--gih--ihg-hihg---fghgfg--gf---hk--kk--h---kjk---g--hih--fgf--f---f---g---h--hjkh--hg-hjhj--jh---hk-klkh--hg-hjhj--jh---h---hg--k--kml--kj---kk---g--h--hk-lkl--jkjhgh--hg---f---gh--hj--g--kk---f--gh--h--k--klkgh--hkhg-hihg---fghgfg--gf,,https://digital.dombibliothek-koeln.de/hs/content/zoom/311589
21083,Laetare Jerusalem et conventum facite omnes,g00776,,,,V-CVbav : Archivio di San Pietro F.22,,033v,,,,feast_0445,genre_in,,http://musmed.eu/source/14749,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--fghghgf--gf-ghjhgh---hg--f--h--hkjkl---l---k--kml--kl---k--kkjh--kjh---k--kkjkhhgf-ghjhghg---f---hj--hj--hj--hgh---gkhhgf--ghgf---hjk--kj--hg---kkjh---g--gkh-gjhg--hghgf--gfghjhgh---hh---f---h--hkjh--g--kk---klkjkjh--jkjh--jhghk---kj---h--k--klmlmk--lmlk---kjlkjkj---g--k--klml--lkkjh-hkhgf-gjhghg---f---h--hkjh--g--k---k--kkjh--g--hk--klkkjh--gkh-gjhgf---fghgfg--gf,,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.F.22/66
21084,Laetare Jerusalem et conventum facite omnes,g00776,,,,F-Pn : Ms Lat 00903,,050v,,,,feast_0445,genre_in,,http://musmed.eu/source/13022,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--fhgh--gf---f--g--h--kk---k---kh--kml--kj---kml--kj--kkkhjh---h--klkhhf---h---h--hj--gjh--jjhgjhg---fghgfg--gf---hk--k--h---kjk---g--hjh--fgf--f---f---g---h--hkkh--h-ghjhj--jh---hkklkjh--hghjhj--jh---h---hg--k--kml--lk---kkk---h--kk--klmlm--klkjhj--jh---f---gh--h--g--kk---f--gh--h--kk--klkgh--hkh-gjhg---fghgfg--gf,,https://gallica.bnf.fr/ark:/12148/btv1b10506538t/f118.image
21088,Laetare Jerusalem et conventum facite omnes,g00776,,,,F-Pn : NAL 01235,,058r,,,,feast_0445,genre_in,,http://musmed.eu/source/13534,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--hkhj--hg---f--g--h--hkk---k---kh--kml--kj---kml--kj-kkk--hjh---h--kljkh-hf---i---i--i--gih--iihg-hihg---fghgfg-gf--gf---hk--k--h---kik---g--hkh--fgf--f---f---g---i--hikh--hg-hihi--ih---hk-klkih--hg-hihi--ih---h---hg--k--kml--lk---kkk---g--k--klmlm--klkhi--ih---f---gh--hih--g--gkk---f--gh--hg--k--klkgh--hkhg-hihg---fghgfg--gf,,https://gallica.bnf.fr/ark:/12148/btv1b8432301z/f127.image
21094,Laetare Jerusalem et conventum facite omnes,g00776,,,,F-Pn : Ms Lat 00833,,052r,,,,feast_0445,genre_in,,http://musmed.eu/source/13007,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--figh--gf---f--f--h--kk---k---kh--kml--kj---kml--lk--kkkhjh---h--klk-hhf---i---i--i--gih--iihg-hihg---fghgfg--gf---hk--k--h---kjk---g--hjh--fgf--f---f---g---h--hjkh--hg-hjhj--jh---hkkkklkjh--hg-hjhj--jh---h---hg--k--kml--kj---kkk---g--k--klmlm--klkihi--ih---f---gh--hih--g--kk---f--gh--h--k--klkh--hkhg-hihg---fghgfg--gf,,https://gallica.bnf.fr/ark:/12148/btv1b84323061/f111.item.zoom
21095,Laetare Jerusalem et conventum facite omnes,g00776,,,,F-NS : Ms 0004,,042r,,,,feast_0445,genre_in,,http://musmed.eu/source/12600,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--hkj--hg---f--g--h--h---kkk---jh--kml--k---kml--lk--kkkhjh---h--klkhhf---i---i--i--gih--iihg-ihg---fghgfg--gf---hk--k--h---kik---g--hkh--fgf--f---f---g---i--hikh--hghihi--ih---hkklkih--hghih--ih---h---hg--k--kml--lk---kkk---h--k--klmlm--klkihi--ih---f---gh--hi--g--kk---f--gh--h--k--klkigh--hkhgihg---fghgfg--gf,,https://gallica.bnf.fr/ark:/12148/btv1b100158551/f87.image
21097,Laetare Jerusalem et conventum facite omnes,g00776,,,,F-Pn : Ms Lat 17307,,070v,,,,feast_0445,genre_in,,http://musmed.eu/source/13489,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,g--hkhj--hg---f--g--h--kk---k---kh--kml--k---kml--k--kkk-hjh---h--klj-kh-hf---i---i--i--gih--iihg-hihg---fghgfg--gf---hk--kk--h---kik---g--hih--fgf--f---f---g---h--hkkh--hg-hihi--ih---hk-lkih--hg-hihi--ih---h---hg--k--kml--k---kkk---g--k--klmlm--klkihi--ih---f---gh--hi--g--kk---f--gh--h--kk--lk-ihf--hkhg-hihg---fghgfg--gf,,https://gallica.bnf.fr/ark:/12148/btv1b84262643/f146.item.zoom
21098,Laetare Jerusalem et conventum facite omnes,g00776,,,,"D-HEu : Cod. Sal. X,007",,038r,,,,feast_0445,genre_in,,http://musmed.eu/source/17266,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--hkhj--hg---f--g--h--kk---k---kh--kml--kj---kml--kj--kkk-hjh---h--klk-hhf---i---i--i--gih--iihg-hihg---fghgfg--gf---hk--k--h---kik---g--hih--fgf--f---f---g---h--hkkh--hghihi--hg---hkk-lkih--hg-hihi--ih---h---hg--k--kml--lk---kkk---g--k--klmlm--klkihi--ih---f---gh--hi--g--kk---f--gh--h--k--klk-gh--hkhg-hihg---fghgfg--gf,,https://digi.ub.uni-heidelberg.de/diglit/salX7/00077/image
21099,Laetare Jerusalem et conventum facite omnes,g00776,,,,A-Gu : Ms 0807,,067v,,,,feast_0445,genre_in,,http://musmed.eu/source/10059,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis ejus,,f--fghigi--gf---f--g--h--kk---k---kh--kmlk--ki---kml--ki--kkk-hkh---h--klk-hhf---h---h--h--gih--iihg-ghihg---fghgfg--gf---hk--k--h---kik---g--hih--fgf--f---f---g---h--hikh--hghihi--kh---hkklkih--hghihi--kh---h---hg--k--kml--k---kkk---g--k--klmlm--klkihi--ih---f---gi--iii--g--kk---f--gh--h--k--klkigh--hkhg-ghihg---fghgfg--gf,,https://unipub.uni-graz.at/obvugrscript/content/zoom/5564719
21109,Laetare Jerusalem et conventum facite omnes,g00776,,,,F-Pn : Ms Lat 00904,,066v,,,,feast_0445,genre_in,,http://musmed.eu/source/13023,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,g--hkgj--hg---f--g--h--kk---k---kh--kml--kj---kml--kj--kkk-hjh---h--klk-hhf---i---i--i--gih--iihg-hihg---fghgfg--gf---hk--kik--h---kik---g--hih--fgf--f---f---g---h--hkkh--hg-hihi--ih---hkk-lkih--hg-hihi--ih---h---hg--k--kml--lk---kkk---g--k--kl-mlm--klkihi--ih---f---gh--hi--g--kk---f--gh--k--k--klk-gh--hkhg-hihg---fghgfg--gf,,https://gallica.bnf.fr/ark:/12148/btv1b84324657/f144.image
21112,Laetare Jerusalem et conventum facite omnes,g00776,,,,F-Pa : Ms 0197,,039v,,,,feast_0445,genre_in,,http://musmed.eu/source/98760,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--fhgh--gf---f--g--h--kk---k---kh--kml--kh---kml--kj--kkhjh---h--klj-kh-hf---i---i--i--gih--i-ihg-hihg---fghgfg--gf---hk--k--h---kik---hg--hih--fgf--f---f---g---h--hjkh--hg-hihi--ih---hkk-lkjh--hg-hihi--ih---h---hg--k--kml--k---kk---g--k--klmlm--klkhi--ih---f---gh--hih--g--kk---f--gh--hg--k--klkigh--hkhg-hihg---fghgfg--gf,,https://gallica.bnf.fr/ark:/12148/btv1b52510789n/f88.item.zoom
21116,Laetare Jerusalem et conventum facite omnes,g00776,,,,CH-ROM : Ms. liturg. FiD 5,,030r,,,,feast_0445,genre_in,,http://musmed.eu/source/97795,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--hkhj--hg---f--g--h--kk---k---kh--kml--kj---kml--kj--kkkhjh---h--hhf---i---i--i--gih--i-ihg-hihg---fghgfg--gf---hk--k--h---kjk---g--hih--fgf--f---f---g---h--hkkh--hg-hihi--ih---hk-klkih--hg-hihi--ih---h---hg--k--kml--lk---kkk---g--k--kl-mlm--klkihi--ih---f---gh--hi--g--kk---f--gh--h--kk--klkgh--hkhg-hihg---fghgfg--gf,,https://www.e-codices.unifr.ch/en/fdr/0005/30r/0/Sequence-2575
21119,Laetare Jerusalem et conventum facite omnes,g00776,,,,NL-Uu : Hs. 0415,,060r,,,,feast_0445,genre_in,,http://musmed.eu/source/15626,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laeticia qui in tristicia fuistis ut exsultetis et saciemini ab uberibus consolacionis vestrae,,f--figh--gf---f--g--h--k---k---k--kml--k---kml--k--kkhih---h--klk-hf---i---i--i--gi--iihg-hihg---fghgfg--gf---h--k--h---kik---g--hih--fgf--f---f---g---i--hikh--hg-hjhj--jh---hklkjh--hg--hjhjjh---h---hg--k--kml--k---kk---g--k--klmlm--klkihi--ih---f---gh--hi--g--kk---f--gh--h--k--klkgh--hkhg-hihg---fghgfg--gf,,http://objects.library.uu.nl/reader/index.php?obj=1874-339013&lan=en#page//35/15/65/35156517014933814258599211801188045750.jpg/mode/1up
21121,Laetare Jerusalem et conventum facite omnes,g00776,,,,F-SEm : Ms 018,,81,,,,feast_0445,genre_in,,http://musmed.eu/source/20281,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,g--g-hkhj--hg---f--g--h--kk---kj---kh--kml--kj---kml--k--kkhjh---klkjkh--hf---i---i--i--gi-ig--iihg-hihg---fghgfg--gf---ik--k--h---kik---g--hih--fgf--f---f---g---h--hikh--hghihi--ih---hk-klkih--hg-hihi--ih---h---hg--k--kml--k---kkk---g--k--klmlm--klkihi--ih---f---gh--hih--g--kk---f--gh--hg-hk--klki--gh--hkhg-hihg---fghgfg--gf,,https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/24791/manifest
21122,Laetare Jerusalem et conventum facite omnes,g00776,,,,F-CA : Ms 0061 (62),,061r,,,,feast_0445,genre_in,,http://musmed.eu/source/9071,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exugatis et satiemini ab uberibus consolationis vestrae,,f--figh--gf---f--g--h--kk---k---kh--kml--ki---kml--ki--kkk-hih---h--klk-kh-hf---i---i--i--gih--iihg-hihg---fghgfg--gf---hk--k--h---kjk---g--hih--fgf--f---f---g---h--hkkh--hg-hihi--ih---hkklkih--hg-hihi--ih---h---hg--k--kml--lk---kkk---g--i--il-mlm--kl-khi--ih---f---gi--hi--g--gkk---f--gh--h--kklk--gh--hkhg-hihg---fghgfg--gf,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=19290&VUE_ID=1708899&carouselThere=false&nbVignettes=4x3&page=6&angle=0&zoom=moyen&tailleReelle=
21124,Laetare Jerusalem et conventum facite omnes,g00776,vb = 5,,,D-LEu : Ms Thomas 391,,046r,,,,feast_0445,genre_in,,http://musmed.eu/source/138221,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis ejus,,f--figi--gf---f--g--h--k---k---kh--kmlk--k---kml--k--kkk-hkh---h--klk-hhf---i---i--ig--gi--iih-hg-hihg---fghfgfgf--gf---h--k--h---kjk---g--hkh--fgf--f---f---g---i--ihkh--hg-hhjhj--kh---hkklkjh--hg-hhjhj--kh---h---hg--k--kml--k---kkk---g--k--klmlm--klkihih--ih---f---gh--h--g--kk---f--gh--h--kk--klkigh--hkh-ghihg---fghgfgf--gf,,http://universalviewer.io/uv.html?manifest=https%3A//iiif.ub.uni-leipzig.de/0000032952/manifest.json#?c=0&m=0&s=0&cv=118&xywh=-1210%2C1403%2C6162%2C2808
21125,Laetare Jerusalem et conventum facite omnes,g00776,,,,CH-Cobodmer : C 0074,,057v,,,,feast_0445,genre_in,,http://musmed.eu/source/9492,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,f--ghghgf--gfghjhgh---h--f--h--hkjkl---l---k--klml-lk--klk---k--kkjh--kjh---k--kkjkjhg-gf-ghjhghg---f---hj--hj--hj--hgh---gkhghf--ghgf---hjk--kkj--hhg---kkjh-hg---g--hkhgjhg--hghgf--gfghjhgh---h---f---h--hkjh--g--kk---klkjkjh--jkjh--jhghk---h---k--kkh--klmlmk--lmlk---kjklkjkj-jh---h--k--klml--lk-kkjh--hkjhgf---ghjhghg---h--hkjh--g--kk---k--kj--g--hk--klk-kkjh--gkhgjhgf---fghghgfg--gf,,https://www.e-codices.unifr.ch/de/fmb/cb-0074/57v/0/Sequence-825
21126,Laetare Jerusalem et conventum facite omnes,g00776,,,,V-CVbav : Ross.0076,,058v,,,,feast_0445,genre_in,,http://musmed.eu/source/98746,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,g--ghkhk--hg---f--g--h--kk---k---kh--kml--k---kml--lk--kkk-hkh---h--klki-if---i---i--i--gi--iihg-hihg---fghgfg--gf---h--k--h---kk---g--iif--fgf--f---f---g---h--hjkh--hg-hjhj--jh---hk-klkjh--hg-hjhj--jh---h---hg--k--kml--k---kkk---g--j--jl-mlm--klkii--ih---f---gi--ih--g--k---f--gh--h--k--kl-kgh--hkh-ghihg---fghgfg--gf,,https://digi.vatlib.it/view/MSS_Ross.76/128
21137,Laetare Jerusalem et conventum facite omnes,g00776,5,,,F-PR : Ms 0012,,092v,,,,feast_0445,genre_in,,http://musmed.eu/source/14008,,,Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae,,g--hkhk--hg---f--g--h--kk---k---kj--kml--kj---kml--kj--kkk-hkh---h--klkiig---i---i--i--gih--iihg-hihg---fghgfg--gf---hk--k--h---khk---g--hkh--fgf--f---f---gh---h--hkih--hghihi--ih---hk-klkh--hg-hihi--ih---hf---hg--k--kml--k---kkk---g--k--klmlm--klkihi--ih---f---gi--ihi--g--kk---f--gh--h--kk--klkjgh--hkhg-hihg---fghgfg--gf,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=4246&VUE_ID=936888&carouselThere=false&nbVignettes=4x3&page=1&angle=0&zoom=moyen&tailleReelle=
13105,Dum sanctificatus fuero in,g00789,3,,,PL-Wn rps 12722 V,,085v,,,,feast_0673,,,http://cantus.ispan.pl/source/4559,,,Dum sanctificatus fuero in vobis congregabo vos de universis terris et effundam super vos aquam mundam et mundabimini ab omnibus inquinamentis vestris et dabo vobis spiritum novum,,ffe---ed--gh--g--hk--k---k--k--kkk---h---hhk-lk--k---g--gh--h--hg-hgh---f---ed---g--hk--kkk--hl---klk--k---k---kkk--kk--kh---g--fghg-hk---h---ghkk--kkjh-hhkjh---ghkhgh--hg---h---g--h--hhlk--lj-kh--h---g---ghkh-hhkk--ghgfef--f---f--f--e--dfh--hhk---gfgfd--d---g---k--g---h--f---fh--g--hg-gf-ghg---egf--fe,,http://cantus.ispan.pl/node/29195
